customer_id,customer_name,gender,age_group,city,region_id,customer_segment,registration_date
CUS06640,Omar Rahayu,Male,35-44,Samarinda,REG006,New,2023-06-04
CUS06641,Dewi Susanto,Male,25-34,Salatiga,REG004,Regular,2024-08-21
CUS06642,Dewi Susanto,Male,55+,Makassar,REG007,Loyal,2024-08-01
CUS06643,Budi Kusuma,Female,45-54,Parepare,REG007,Regular,2021-03-18
CUS06644,Yuni Wibowo,Male,25-34,Jakarta Barat,REG002,Loyal,2023-08-09
CUS06645,Budi Setiawan,Male,45-54,Binjai,REG001,Loyal,2021-08-23
CUS06646,Dewi Prasetyo,Male,45-54,Jakarta Pusat,REG002,New,2023-06-18
CUS06647,Siti Hartono,Female,35-44,Bogor,REG003,Loyal,2021-10-13
CUS06648,Wahyu Setiawan,Male,25-34,Gianyar,REG008,Loyal,2021-09-21
CUS06649,Udin Saputra,Female,25-34,Blitar,REG005,Loyal,2021-04-03
CUS06650,Gunawan Nugroho,Male,35-44,Samarinda,REG006,New,2023-12-07
CUS06651,Made Susanto,Female,35-44,Balikpapan,REG006,Loyal,2024-06-08
CUS06652,Vina Utama,Female,35-44,Badung,REG008,Loyal,2020-04-06
CUS06653,Joko Saputra,Female,18-24,Jakarta Timur,REG002,Loyal,2021-02-05
CUS06654,Budi Suharto,Female,45-54,Jakarta Timur,REG002,Loyal,2020-04-24
CUS06655,Joko Hidayat,Male,55+,Palopo,REG007,Regular,2021-02-02
CUS06656,Nadia Wijaya,Male,35-44,Denpasar,REG008,Loyal,2020-10-14
CUS06657,Hana Susanto,Male,55+,Jakarta Utara,REG002,Loyal,2020-10-06
CUS06658,Kartini Wibowo,Female,55+,Binjai,REG001,Loyal,2022-04-06
CUS06659,Siti Susanto,Female,55+,Bekasi,REG003,Regular,2020-12-20
CUS06660,Wahyu Wijaya,Female,25-34,Gowa,REG007,Loyal,2023-09-15
CUS06661,Vina Rahayu,Female,18-24,Palopo,REG007,New,2022-02-26
CUS06662,Wahyu Kusuma,Male,25-34,Jakarta Barat,REG002,New,2023-03-17
CUS06663,Xenia Kusuma,Female,18-24,Solo,REG004,Loyal,2024-01-29
CUS06664,Made Hidayat,Female,25-34,Gianyar,REG008,New,2023-08-15
CUS06665,Budi Setiawan,Female,25-34,Balikpapan,REG006,Regular,2023-10-29
CUS06666,Joko Rahayu,Female,35-44,Parepare,REG007,Loyal,2024-01-26
CUS06667,Tono Handoko,Male,45-54,Cimahi,REG003,New,2020-01-18
CUS06668,Eko Susanto,Male,45-54,Bontang,REG006,Regular,2021-08-02
CUS06669,Sari Saputra,Male,25-34,Salatiga,REG004,Loyal,2022-06-21
CUS06670,Nadia Santoso,Female,18-24,Salatiga,REG004,Loyal,2022-06-08
CUS06671,Made Santoso,Male,25-34,Denpasar,REG008,Regular,2020-01-15
CUS06672,Gunawan Setiawan,Male,55+,Jakarta Timur,REG002,Regular,2020-05-03
CUS06673,Putri Rahayu,Female,35-44,Parepare,REG007,Loyal,2020-05-06
CUS06674,Ahmad Utama,Male,25-34,Magelang,REG004,New,2024-09-18
CUS06675,Eko Wibowo,Female,55+,Semarang,REG004,Regular,2021-04-05
CUS06676,Rizky Wibowo,Female,35-44,Bandung,REG003,Loyal,2023-05-17
CUS06677,Zahra Saputra,Male,55+,Makassar,REG007,New,2022-10-14
CUS06678,Joko Utama,Female,25-34,Depok,REG003,Regular,2020-07-18
CUS06679,Made Hidayat,Female,45-54,Makassar,REG007,Loyal,2022-01-14
CUS06680,Kartini Saputra,Female,25-34,Gowa,REG007,Regular,2021-03-01
CUS06681,Ahmad Rahayu,Female,45-54,Gowa,REG007,New,2020-08-01
CUS06682,Kartini Setiawan,Male,35-44,Blitar,REG005,New,2021-01-15
CUS06683,Joko Purnama,Female,45-54,Tebing Tinggi,REG001,Regular,2022-02-26
CUS06684,Yuni Prasetyo,Male,45-54,Jakarta Selatan,REG002,New,2020-04-12
CUS06685,Rizky Setiawan,Female,45-54,Jakarta Pusat,REG002,Regular,2023-03-07
CUS06686,Tono Setiawan,Male,45-54,Magelang,REG004,Loyal,2024-04-06
CUS06687,Made Wijaya,Male,55+,Bogor,REG003,New,2024-05-22
CUS06688,Budi Wibowo,Female,25-34,Blitar,REG005,Loyal,2021-12-12
CUS06689,Hana Kusuma,Male,55+,Jakarta Timur,REG002,Loyal,2021-11-11
CUS06690,Nadia Prasetyo,Male,35-44,Malang,REG005,Regular,2024-03-27
CUS06691,Zahra Utama,Female,45-54,Medan,REG001,Regular,2022-03-11
CUS06692,Vina Suharto,Female,18-24,Blitar,REG005,Loyal,2021-04-20
CUS06693,Siti Wijaya,Female,35-44,Tabanan,REG008,Loyal,2023-12-12
CUS06694,Fitri Suharto,Female,55+,Bontang,REG006,Loyal,2024-09-04
CUS06695,Eko Suharto,Male,55+,Palopo,REG007,New,2020-06-24
CUS06696,Yuni Wibowo,Female,45-54,Badung,REG008,New,2022-12-28
CUS06697,Dewi Rahayu,Male,25-34,Malang,REG005,Regular,2022-03-07
CUS06698,Eko Hartono,Female,45-54,Depok,REG003,Loyal,2021-11-02
CUS06699,Tono Setiawan,Male,18-24,Denpasar,REG008,Loyal,2024-07-24
CUS06700,Joko Purnama,Female,25-34,Palopo,REG007,Regular,2024-05-23
CUS06701,Budi Kusuma,Male,45-54,Jakarta Timur,REG002,Regular,2024-08-30
CUS06702,Vina Setiawan,Female,25-34,Tebing Tinggi,REG001,Loyal,2022-10-01
CUS06703,Eko Suharto,Female,55+,Blitar,REG005,Loyal,2023-12-07
CUS06704,Made Wibowo,Male,25-34,Magelang,REG004,Regular,2023-07-01
CUS06705,Ahmad Hidayat,Female,18-24,Palopo,REG007,Regular,2023-03-22
CUS06706,Nadia Rahayu,Female,25-34,Binjai,REG001,New,2020-12-07
CUS06707,Made Hartono,Female,18-24,Medan,REG001,Regular,2020-04-07
CUS06708,Wahyu Susanto,Male,18-24,Binjai,REG001,Loyal,2021-07-25
CUS06709,Made Utama,Male,25-34,Salatiga,REG004,New,2022-03-24
CUS06710,Iman Santoso,Male,18-24,Gowa,REG007,Regular,2022-10-10
CUS06711,Xenia Prasetyo,Female,55+,Jakarta Pusat,REG002,Loyal,2020-08-26
CUS06712,Lestari Wijaya,Female,25-34,Tebing Tinggi,REG001,Loyal,2022-04-09
CUS06713,Dewi Kusuma,Female,25-34,Kutai Kartanegara,REG006,New,2020-07-26
CUS06714,Siti Hartono,Male,45-54,Blitar,REG005,Regular,2024-09-06
CUS06715,Tono Hidayat,Female,25-34,Depok,REG003,New,2020-02-02
CUS06716,Made Wibowo,Male,35-44,Denpasar,REG008,New,2022-01-21
CUS06717,Dewi Hartono,Male,55+,Palopo,REG007,New,2020-11-23
CUS06718,Tono Nugroho,Male,18-24,Kutai Kartanegara,REG006,Loyal,2024-01-15
CUS06719,Udin Prasetyo,Female,55+,Bontang,REG006,Regular,2022-07-20
CUS06720,Omar Prasetyo,Female,55+,Samarinda,REG006,New,2022-12-04
CUS06721,Wahyu Wijaya,Female,25-34,Jakarta Pusat,REG002,New,2020-08-25
CUS06722,Rizky Santoso,Male,18-24,Binjai,REG001,Loyal,2023-02-12
CUS06723,Zahra Hartono,Female,55+,Salatiga,REG004,New,2020-10-27
CUS06724,Yuni Setiawan,Male,25-34,Jakarta Pusat,REG002,Loyal,2023-05-12
CUS06725,Dewi Hidayat,Female,45-54,Binjai,REG001,Regular,2022-06-01
CUS06726,Rizky Susanto,Female,35-44,Badung,REG008,New,2024-06-16
CUS06727,Fitri Kusuma,Female,45-54,Blitar,REG005,New,2024-01-29
CUS06728,Udin Rahayu,Female,35-44,Binjai,REG001,New,2024-11-22
CUS06729,Eko Purnama,Female,18-24,Palopo,REG007,Regular,2023-12-19
CUS06730,Rizky Kusuma,Female,25-34,Kediri,REG005,Loyal,2021-01-16
CUS06731,Vina Hidayat,Female,55+,Magelang,REG004,Regular,2024-05-23
CUS06732,Yuni Wibowo,Male,18-24,Yogyakarta,REG004,Regular,2021-01-18
CUS06733,Eko Handoko,Male,25-34,Parepare,REG007,New,2023-11-27
CUS06734,Eko Setiawan,Female,55+,Badung,REG008,New,2024-05-12
CUS06735,Joko Nugroho,Female,45-54,Tebing Tinggi,REG001,Loyal,2023-03-01
CUS06736,Lestari Hartono,Male,55+,Magelang,REG004,Regular,2020-01-18
CUS06737,Fitri Rahayu,Male,18-24,Yogyakarta,REG004,Regular,2021-06-05
CUS06738,Putri Wijaya,Female,45-54,Kediri,REG005,New,2022-06-14
CUS06739,Siti Prasetyo,Female,25-34,Bontang,REG006,Loyal,2020-06-05
CUS06740,Xenia Wijaya,Female,35-44,Depok,REG003,New,2021-06-09
CUS06741,Zahra Utama,Male,45-54,Pematangsiantar,REG001,Regular,2024-01-23
CUS06742,Budi Rahayu,Male,25-34,Kutai Kartanegara,REG006,Regular,2020-02-04
CUS06743,Sari Rahayu,Male,25-34,Balikpapan,REG006,New,2021-09-03
CUS06744,Udin Purnama,Male,35-44,Jakarta Selatan,REG002,New,2022-08-07
CUS06745,Joko Handoko,Male,18-24,Parepare,REG007,Regular,2021-01-24
CUS06746,Udin Handoko,Female,45-54,Balikpapan,REG006,New,2020-02-17
CUS06747,Budi Susanto,Female,55+,Denpasar,REG008,New,2024-04-28
CUS06748,Fitri Hartono,Female,55+,Denpasar,REG008,Regular,2021-07-11
CUS06749,Made Susanto,Female,18-24,Jakarta Utara,REG002,Regular,2024-09-02
CUS06750,Dewi Saputra,Female,18-24,Bandung,REG003,New,2021-07-17
CUS06751,Xenia Handoko,Male,25-34,Tebing Tinggi,REG001,New,2022-10-31
CUS06752,Sari Handoko,Female,35-44,Malang,REG005,Loyal,2021-10-14
CUS06753,Zahra Rahayu,Female,35-44,Palopo,REG007,Loyal,2020-06-16
CUS06754,Sari Handoko,Male,45-54,Jakarta Pusat,REG002,Loyal,2023-07-31
CUS06755,Nadia Nugroho,Male,18-24,Makassar,REG007,Regular,2023-08-05
CUS06756,Rizky Prasetyo,Female,45-54,Yogyakarta,REG004,Regular,2021-09-04
CUS06757,Rizky Santoso,Female,35-44,Salatiga,REG004,Loyal,2023-05-29
CUS06758,Siti Nugroho,Male,55+,Malang,REG005,New,2021-06-21
CUS06759,Kartini Wibowo,Male,35-44,Solo,REG004,Regular,2021-11-19
CUS06760,Sari Setiawan,Male,35-44,Kediri,REG005,Loyal,2023-05-27
CUS06761,Vina Setiawan,Female,55+,Pematangsiantar,REG001,Regular,2021-08-31
CUS06762,Budi Rahayu,Female,25-34,Pematangsiantar,REG001,New,2023-08-19
CUS06763,Omar Rahayu,Female,45-54,Makassar,REG007,Regular,2022-11-04
CUS06764,Omar Purnama,Female,55+,Makassar,REG007,New,2024-11-21
CUS06765,Ahmad Nugroho,Male,55+,Bogor,REG003,New,2022-06-12
CUS06766,Iman Handoko,Male,55+,Bogor,REG003,New,2022-06-17
CUS06767,Hana Purnama,Male,55+,Salatiga,REG004,Regular,2021-05-12
CUS06768,Made Santoso,Male,18-24,Salatiga,REG004,Regular,2024-12-25
CUS06769,Gunawan Handoko,Female,35-44,Magelang,REG004,New,2024-07-19
CUS06770,Budi Nugroho,Male,18-24,Kutai Kartanegara,REG006,Loyal,2023-12-29
CUS06771,Made Santoso,Female,18-24,Blitar,REG005,Regular,2020-08-03
CUS06772,Hana Hartono,Female,45-54,Semarang,REG004,New,2021-11-09
CUS06773,Tono Hidayat,Male,25-34,Pasuruan,REG005,New,2020-04-21
CUS06774,Dewi Saputra,Female,35-44,Balikpapan,REG006,New,2024-03-27
CUS06775,Vina Utama,Female,18-24,Bogor,REG003,New,2021-04-09
CUS06776,Hana Prasetyo,Female,45-54,Surabaya,REG005,Loyal,2022-01-29
CUS06777,Made Nugroho,Female,18-24,Malang,REG005,New,2020-07-14
CUS06778,Budi Susanto,Female,55+,Pematangsiantar,REG001,New,2024-03-04
CUS06779,Zahra Prasetyo,Male,45-54,Tebing Tinggi,REG001,Loyal,2024-04-07
CUS06780,Budi Rahayu,Female,55+,Jakarta Pusat,REG002,Regular,2023-08-08
CUS06781,Hana Susanto,Male,18-24,Jakarta Barat,REG002,Regular,2024-01-19
CUS06782,Kartini Wijaya,Female,18-24,Jakarta Pusat,REG002,Regular,2021-04-18
CUS06783,Omar Hidayat,Male,55+,Jakarta Barat,REG002,Loyal,2024-01-13
CUS06784,Tono Utama,Female,25-34,Kediri,REG005,Loyal,2022-01-08
CUS06785,Hana Saputra,Female,45-54,Jakarta Timur,REG002,Loyal,2021-12-10
CUS06786,Eko Susanto,Female,35-44,Binjai,REG001,Regular,2022-03-18
CUS06787,Vina Hidayat,Male,45-54,Surabaya,REG005,Regular,2024-03-08
CUS06788,Xenia Purnama,Male,25-34,Pasuruan,REG005,Regular,2024-11-15
CUS06789,Zahra Wijaya,Female,45-54,Balikpapan,REG006,New,2024-10-27
CUS06790,Nadia Hidayat,Female,35-44,Salatiga,REG004,Regular,2022-06-12
CUS06791,Siti Handoko,Male,35-44,Medan,REG001,Regular,2023-12-16
CUS06792,Siti Wijaya,Male,45-54,Bontang,REG006,New,2023-08-27
CUS06793,Made Wijaya,Male,25-34,Tebing Tinggi,REG001,Loyal,2021-05-04
CUS06794,Rizky Kusuma,Female,45-54,Bekasi,REG003,Regular,2020-04-01
CUS06795,Vina Nugroho,Female,45-54,Balikpapan,REG006,Loyal,2020-09-17
CUS06796,Iman Handoko,Male,18-24,Semarang,REG004,Loyal,2023-10-26
CUS06797,Udin Prasetyo,Male,35-44,Semarang,REG004,Loyal,2024-10-29
CUS06798,Made Susanto,Female,35-44,Medan,REG001,New,2021-09-04
CUS06799,Hana Saputra,Female,25-34,Tebing Tinggi,REG001,Regular,2024-02-01
CUS06800,Ahmad Rahayu,Male,45-54,Medan,REG001,Loyal,2020-01-28
CUS06801,Omar Suharto,Male,55+,Cimahi,REG003,Loyal,2020-08-15
CUS06802,Yuni Suharto,Female,45-54,Salatiga,REG004,Loyal,2024-04-28
CUS06803,Nadia Handoko,Female,35-44,Binjai,REG001,Loyal,2024-09-17
CUS06804,Vina Suharto,Female,18-24,Balikpapan,REG006,Regular,2022-02-21
CUS06805,Kartini Utama,Female,25-34,Bontang,REG006,Loyal,2022-03-08
CUS06806,Ahmad Wibowo,Female,45-54,Blitar,REG005,New,2023-10-01
CUS06807,Gunawan Wijaya,Female,25-34,Parepare,REG007,Loyal,2023-10-30
CUS06808,Joko Susanto,Male,35-44,Blitar,REG005,Loyal,2024-09-01
CUS06809,Hana Prasetyo,Female,55+,Jakarta Utara,REG002,Loyal,2022-04-04
CUS06810,Sari Wijaya,Female,35-44,Jakarta Barat,REG002,Regular,2021-10-08
CUS06811,Siti Wijaya,Male,35-44,Bontang,REG006,Regular,2020-04-03
CUS06812,Hana Susanto,Male,45-54,Gianyar,REG008,Loyal,2021-12-22
CUS06813,Kartini Nugroho,Female,55+,Pasuruan,REG005,Loyal,2024-11-12
CUS06814,Dewi Nugroho,Male,18-24,Bandung,REG003,Regular,2020-03-15
CUS06815,Dewi Wijaya,Male,35-44,Badung,REG008,New,2023-02-19
CUS06816,Yuni Setiawan,Male,35-44,Jakarta Pusat,REG002,Regular,2024-01-28
CUS06817,Siti Santoso,Male,45-54,Gowa,REG007,Regular,2020-07-03
CUS06818,Putri Prasetyo,Male,25-34,Bogor,REG003,New,2020-03-05
CUS06819,Yuni Saputra,Female,18-24,Cimahi,REG003,Loyal,2022-05-19
CUS06820,Udin Utama,Male,35-44,Denpasar,REG008,Regular,2024-08-16
CUS06821,Ahmad Suharto,Female,55+,Kediri,REG005,New,2024-10-11
CUS06822,Vina Purnama,Male,45-54,Binjai,REG001,New,2022-03-17
CUS06823,Rizky Hartono,Female,25-34,Bogor,REG003,Regular,2021-12-20
CUS06824,Iman Hidayat,Female,25-34,Yogyakarta,REG004,New,2024-11-10
CUS06825,Vina Setiawan,Female,35-44,Jakarta Barat,REG002,Regular,2024-10-20
CUS06826,Tono Rahayu,Female,18-24,Tebing Tinggi,REG001,New,2024-07-06
CUS06827,Kartini Prasetyo,Male,25-34,Blitar,REG005,New,2023-05-22
CUS06828,Gunawan Susanto,Female,55+,Parepare,REG007,Loyal,2023-07-11
CUS06829,Ahmad Purnama,Male,35-44,Binjai,REG001,New,2023-01-19
CUS06830,Ahmad Nugroho,Male,35-44,Solo,REG004,Regular,2023-07-15
CUS06831,Gunawan Susanto,Female,18-24,Binjai,REG001,Regular,2021-02-08
CUS06832,Nadia Wibowo,Female,55+,Medan,REG001,New,2022-08-12
CUS06833,Wahyu Setiawan,Female,35-44,Kutai Kartanegara,REG006,Regular,2023-09-04
CUS06834,Budi Prasetyo,Female,55+,Gianyar,REG008,Regular,2024-11-28
CUS06835,Dewi Susanto,Female,25-34,Cimahi,REG003,Loyal,2023-12-06
CUS06836,Fitri Handoko,Male,25-34,Makassar,REG007,Regular,2021-07-06
CUS06837,Gunawan Hidayat,Female,55+,Badung,REG008,Loyal,2023-07-12
CUS06838,Kartini Setiawan,Female,18-24,Pematangsiantar,REG001,New,2022-08-24
CUS06839,Budi Wijaya,Female,18-24,Depok,REG003,New,2021-12-01
CUS06840,Xenia Wijaya,Female,18-24,Magelang,REG004,Loyal,2023-06-23
CUS06841,Putri Suharto,Female,55+,Semarang,REG004,New,2023-08-13
CUS06842,Yuni Suharto,Female,55+,Makassar,REG007,Regular,2023-02-12
CUS06843,Fitri Utama,Female,18-24,Jakarta Timur,REG002,New,2020-08-11
CUS06844,Omar Utama,Male,45-54,Jakarta Selatan,REG002,Regular,2024-04-11
CUS06845,Gunawan Setiawan,Female,25-34,Medan,REG001,Regular,2021-03-23
CUS06846,Udin Hartono,Female,35-44,Bandung,REG003,Loyal,2024-02-23
CUS06847,Putri Susanto,Male,25-34,Malang,REG005,New,2021-02-22
CUS06848,Xenia Rahayu,Female,35-44,Bekasi,REG003,Regular,2022-12-24
CUS06849,Siti Santoso,Female,18-24,Gowa,REG007,New,2021-10-21
CUS06850,Wahyu Santoso,Male,18-24,Bontang,REG006,New,2023-01-09
CUS06851,Budi Hartono,Female,25-34,Kediri,REG005,Loyal,2021-01-28
CUS06852,Vina Kusuma,Female,35-44,Jakarta Selatan,REG002,New,2021-06-28
CUS06853,Siti Nugroho,Female,25-34,Tabanan,REG008,Regular,2021-08-31
CUS06854,Iman Utama,Male,25-34,Bandung,REG003,Regular,2020-08-04
CUS06855,Udin Hidayat,Female,35-44,Bekasi,REG003,Regular,2024-12-05
CUS06856,Nadia Purnama,Male,55+,Pematangsiantar,REG001,Loyal,2021-09-04
CUS06857,Made Suharto,Male,45-54,Makassar,REG007,Loyal,2020-03-24
CUS06858,Lestari Rahayu,Male,45-54,Kutai Kartanegara,REG006,Loyal,2021-09-13
CUS06859,Kartini Wibowo,Female,35-44,Pasuruan,REG005,Regular,2022-12-07
CUS06860,Joko Hartono,Male,55+,Jakarta Utara,REG002,New,2020-02-10
CUS06861,Tono Wibowo,Female,35-44,Makassar,REG007,Regular,2024-09-14
CUS06862,Xenia Kusuma,Male,25-34,Surabaya,REG005,New,2024-01-19
CUS06863,Dewi Prasetyo,Female,25-34,Makassar,REG007,Loyal,2020-09-29
CUS06864,Udin Susanto,Female,55+,Pasuruan,REG005,Regular,2021-09-08
CUS06865,Sari Kusuma,Male,35-44,Pasuruan,REG005,Regular,2022-03-29
CUS06866,Omar Rahayu,Male,35-44,Bandung,REG003,New,2020-02-02
CUS06867,Omar Kusuma,Male,25-34,Tebing Tinggi,REG001,New,2022-02-08
CUS06868,Fitri Hidayat,Male,45-54,Palopo,REG007,Regular,2023-02-15
CUS06869,Siti Hartono,Male,25-34,Jakarta Timur,REG002,Loyal,2023-05-16
CUS06870,Gunawan Kusuma,Female,18-24,Denpasar,REG008,New,2024-04-24
CUS06871,Tono Wibowo,Male,45-54,Tabanan,REG008,Loyal,2022-05-19
CUS06872,Dewi Prasetyo,Male,45-54,Parepare,REG007,Loyal,2022-04-18
CUS06873,Nadia Hartono,Female,35-44,Badung,REG008,New,2022-01-16
CUS06874,Nadia Suharto,Female,45-54,Blitar,REG005,New,2021-03-01
CUS06875,Ahmad Setiawan,Male,25-34,Blitar,REG005,New,2021-07-01
CUS06876,Kartini Saputra,Male,35-44,Denpasar,REG008,Loyal,2020-12-31
CUS06877,Fitri Hartono,Male,35-44,Bandung,REG003,New,2024-02-28
CUS06878,Lestari Prasetyo,Male,35-44,Kutai Kartanegara,REG006,Loyal,2022-09-10
CUS06879,Wahyu Rahayu,Male,45-54,Bontang,REG006,New,2021-07-20
CUS06880,Udin Utama,Female,18-24,Bekasi,REG003,New,2020-10-31
CUS06881,Vina Saputra,Male,45-54,Yogyakarta,REG004,Loyal,2021-12-17
CUS06882,Dewi Suharto,Male,55+,Samarinda,REG006,Loyal,2022-11-17
CUS06883,Kartini Susanto,Female,18-24,Makassar,REG007,Loyal,2021-06-13
CUS06884,Fitri Prasetyo,Female,55+,Malang,REG005,Regular,2021-02-03
CUS06885,Xenia Santoso,Female,35-44,Pematangsiantar,REG001,New,2022-05-08
CUS06886,Wahyu Setiawan,Female,55+,Bekasi,REG003,New,2021-03-20
CUS06887,Ahmad Prasetyo,Male,25-34,Denpasar,REG008,Regular,2021-11-22
CUS06888,Udin Utama,Male,45-54,Cimahi,REG003,New,2022-08-25
CUS06889,Yuni Setiawan,Male,45-54,Surabaya,REG005,Loyal,2021-02-11
CUS06890,Rizky Saputra,Female,18-24,Denpasar,REG008,Regular,2020-04-07
CUS06891,Iman Handoko,Female,45-54,Bandung,REG003,New,2024-08-18
CUS06892,Vina Hidayat,Male,55+,Tebing Tinggi,REG001,New,2024-08-25
CUS06893,Fitri Hartono,Male,35-44,Balikpapan,REG006,Loyal,2023-11-14
CUS06894,Made Wijaya,Male,45-54,Samarinda,REG006,New,2023-09-13
CUS06895,Rizky Wijaya,Female,55+,Pematangsiantar,REG001,Regular,2022-06-29
CUS06896,Yuni Purnama,Male,18-24,Jakarta Pusat,REG002,Loyal,2020-05-11
CUS06897,Rizky Kusuma,Female,35-44,Jakarta Timur,REG002,New,2021-01-21
CUS06898,Zahra Wijaya,Female,35-44,Parepare,REG007,New,2022-06-23
CUS06899,Yuni Handoko,Female,45-54,Binjai,REG001,Loyal,2023-12-07
CUS06900,Dewi Kusuma,Male,25-34,Balikpapan,REG006,Regular,2024-05-14
CUS06901,Siti Setiawan,Female,35-44,Kutai Kartanegara,REG006,Loyal,2024-03-01
CUS06902,Kartini Utama,Male,35-44,Jakarta Barat,REG002,Loyal,2021-12-30
CUS06903,Sari Utama,Male,55+,Binjai,REG001,Regular,2023-11-13
CUS06904,Kartini Utama,Male,18-24,Kediri,REG005,Regular,2024-05-10
CUS06905,Lestari Prasetyo,Male,55+,Badung,REG008,Loyal,2021-06-09
CUS06906,Wahyu Wibowo,Male,55+,Medan,REG001,Regular,2022-06-19
CUS06907,Gunawan Saputra,Male,18-24,Samarinda,REG006,New,2020-01-14
CUS06908,Siti Setiawan,Male,25-34,Medan,REG001,Regular,2024-03-15
CUS06909,Wahyu Handoko,Male,55+,Kediri,REG005,Loyal,2020-07-12
CUS06910,Sari Wijaya,Female,25-34,Samarinda,REG006,Loyal,2022-03-02
CUS06911,Putri Setiawan,Male,55+,Yogyakarta,REG004,New,2021-03-21
CUS06912,Omar Setiawan,Male,25-34,Binjai,REG001,Loyal,2020-10-15
CUS06913,Xenia Rahayu,Male,18-24,Denpasar,REG008,New,2023-06-03
CUS06914,Vina Saputra,Male,55+,Makassar,REG007,Loyal,2024-07-25
CUS06915,Made Hartono,Male,35-44,Parepare,REG007,New,2024-05-10
CUS06916,Zahra Handoko,Female,18-24,Kutai Kartanegara,REG006,Loyal,2022-12-22
CUS06917,Tono Setiawan,Female,35-44,Cimahi,REG003,Regular,2021-04-19
CUS06918,Eko Nugroho,Female,35-44,Cimahi,REG003,Regular,2023-02-12
CUS06919,Vina Hartono,Male,45-54,Parepare,REG007,New,2023-12-07
CUS06920,Zahra Hartono,Male,35-44,Bekasi,REG003,Regular,2020-08-20
CUS06921,Yuni Suharto,Male,35-44,Cimahi,REG003,Loyal,2023-08-25
CUS06922,Yuni Nugroho,Male,55+,Gowa,REG007,Loyal,2024-09-04
CUS06923,Sari Purnama,Male,25-34,Jakarta Utara,REG002,Loyal,2024-07-10
CUS06924,Hana Purnama,Female,55+,Bandung,REG003,Regular,2020-01-17
CUS06925,Zahra Purnama,Female,35-44,Gowa,REG007,Regular,2020-12-07
CUS06926,Kartini Nugroho,Female,18-24,Balikpapan,REG006,Loyal,2023-01-10
CUS06927,Zahra Hidayat,Male,45-54,Badung,REG008,New,2023-10-07
CUS06928,Budi Wijaya,Male,35-44,Cimahi,REG003,New,2021-01-17
CUS06929,Dewi Santoso,Female,25-34,Palopo,REG007,Regular,2020-09-19
CUS06930,Sari Wijaya,Male,55+,Salatiga,REG004,New,2021-03-17
CUS06931,Nadia Santoso,Male,35-44,Gianyar,REG008,Loyal,2021-03-31
CUS06932,Omar Handoko,Female,45-54,Kutai Kartanegara,REG006,New,2023-04-08
CUS06933,Tono Santoso,Male,55+,Tabanan,REG008,New,2021-04-11
CUS06934,Made Saputra,Female,45-54,Tebing Tinggi,REG001,New,2024-10-19
CUS06935,Joko Hidayat,Female,25-34,Pasuruan,REG005,New,2021-07-11
CUS06936,Dewi Hartono,Male,25-34,Bekasi,REG003,New,2023-06-03
CUS06937,Sari Hidayat,Male,25-34,Surabaya,REG005,New,2022-07-31
CUS06938,Wahyu Hartono,Male,35-44,Pematangsiantar,REG001,New,2021-12-24
CUS06939,Ahmad Hidayat,Male,45-54,Bontang,REG006,Regular,2020-06-01
CUS06940,Rizky Hidayat,Male,25-34,Depok,REG003,Regular,2021-01-03
CUS06941,Vina Handoko,Male,25-34,Kutai Kartanegara,REG006,Loyal,2021-12-30
CUS06942,Sari Wibowo,Female,45-54,Depok,REG003,Loyal,2021-04-14
CUS06943,Putri Santoso,Female,45-54,Makassar,REG007,New,2021-06-01
CUS06944,Udin Suharto,Female,25-34,Kediri,REG005,Regular,2022-10-09
CUS06945,Omar Kusuma,Female,25-34,Salatiga,REG004,Regular,2020-12-30
CUS06946,Nadia Santoso,Female,18-24,Bandung,REG003,Loyal,2023-04-18
CUS06947,Zahra Wibowo,Male,45-54,Denpasar,REG008,New,2020-10-05
CUS06948,Dewi Santoso,Male,25-34,Gowa,REG007,Regular,2020-12-08
CUS06949,Putri Santoso,Male,45-54,Makassar,REG007,New,2022-04-04
CUS06950,Omar Saputra,Male,25-34,Palopo,REG007,New,2022-02-01
CUS06951,Xenia Purnama,Female,18-24,Surabaya,REG005,New,2020-03-06
CUS06952,Nadia Wijaya,Male,35-44,Samarinda,REG006,Loyal,2022-06-14
CUS06953,Nadia Purnama,Male,55+,Cimahi,REG003,Regular,2020-10-15
CUS06954,Udin Nugroho,Female,25-34,Tabanan,REG008,Loyal,2022-11-26
CUS06955,Joko Susanto,Female,25-34,Tabanan,REG008,New,2021-03-08
CUS06956,Rizky Handoko,Male,45-54,Jakarta Pusat,REG002,New,2021-02-21
CUS06957,Siti Saputra,Female,18-24,Jakarta Pusat,REG002,Regular,2023-02-23
CUS06958,Wahyu Handoko,Male,55+,Blitar,REG005,Loyal,2020-06-19
CUS06959,Vina Setiawan,Female,35-44,Palopo,REG007,Regular,2024-06-18
CUS06960,Omar Saputra,Male,55+,Parepare,REG007,New,2024-11-15
CUS06961,Omar Kusuma,Female,35-44,Makassar,REG007,Loyal,2023-02-22
CUS06962,Rizky Susanto,Male,45-54,Gowa,REG007,Loyal,2022-10-06
CUS06963,Joko Handoko,Female,25-34,Palopo,REG007,New,2020-01-27
CUS06964,Dewi Hidayat,Female,45-54,Depok,REG003,Loyal,2024-07-07
CUS06965,Siti Santoso,Female,45-54,Salatiga,REG004,Loyal,2022-10-08
